layer,n_pairs,mean_delta_mlp,mean_delta_attn_total,mean_delta_head_0,head_0_ci_low,head_0_ci_high,mean_delta_head_1,head_1_ci_low,head_1_ci_high,mean_delta_head_2,head_2_ci_low,head_2_ci_high,mean_delta_head_3,head_3_ci_low,head_3_ci_high,mean_delta_head_4,head_4_ci_low,head_4_ci_high,mean_delta_head_5,head_5_ci_low,head_5_ci_high,mean_delta_head_6,head_6_ci_low,head_6_ci_high,mean_delta_head_7,head_7_ci_low,head_7_ci_high,mean_delta_head_8,head_8_ci_low,head_8_ci_high,mean_delta_head_9,head_9_ci_low,head_9_ci_high,mean_delta_head_10,head_10_ci_low,head_10_ci_high,mean_delta_head_11,head_11_ci_low,head_11_ci_high,mean_delta_head_12,head_12_ci_low,head_12_ci_high,mean_delta_head_13,head_13_ci_low,head_13_ci_high,mean_delta_head_14,head_14_ci_low,head_14_ci_high,mean_delta_head_15,head_15_ci_low,head_15_ci_high
26,120,0.06477475124023234,-0.26091949378314894,0.006879114041415353,-0.008299747704877517,0.020432858808392965,-0.03455597948438178,-0.040074185583604656,-0.03023658816683262,0.0031051151144007843,-0.014951777066647385,0.02276220499188639,0.014467849760937195,0.006328855353834418,0.024860566847686026,-0.05499148543458432,-0.06736436978118339,-0.039408215700241285,-0.002762177505064756,-0.008090764940910352,0.0037558541172378035,-0.0035998474806547163,-0.004917650252076177,-0.002078859382114995,0.04064794564037584,0.03442096589681266,0.047953090853892114,-0.3464817762918149,-0.37701147148172215,-0.3189390636260699,0.07777187873919805,0.05658627172543978,0.10493528812153573,0.011190827082221707,0.007246896746801212,0.014483645238603154,-0.03499806448041151,-0.0484224054919711,-0.023155413259131223,0.03370261614909396,0.02208638702587147,0.04530132488638628,0.022327642911113797,0.01679355329639899,0.026615090039558705,0.0035618128652762002,0.0017256160909649527,0.005606091086568388,0.002815034589730203,-0.005954669210671757,0.009996610871943024
27,120,0.18273887841108566,0.2212741814990295,0.10440048601788779,0.09075209885874452,0.11917093705056078,-0.09311308248434216,-0.1089863925652268,-0.07627329875986713,0.006195910193491727,0.0027977836016604366,0.009267322202795183,-0.0111565461071829,-0.013361586947964193,-0.008752885880336788,0.0005069090266867231,-0.0004147211088760135,0.0015519992207312801,-0.001863699280268823,-0.006512848325219239,0.0033221957340720107,0.12207508298257987,0.11141880656272406,0.13255943187046795,0.0002141132902276392,-0.0007491681563503031,0.000882803754817966,0.0487765056915426,0.0401749623757011,0.05955421527445045,-0.007584424842692291,-0.010818012155553636,-0.0042415671705384765,-0.003977693301082278,-0.0058266820179414935,-0.0025453852598244947,-0.0022296369347410898,-0.003058255454719377,-0.0016110317358106843,0.040043229838677995,0.029779443334555254,0.04877224555743547,0.00418535351442794,-0.008581335201937084,0.017323862426370986,-0.013602941987725596,-0.023705042866058647,-0.0017026474751764915,0.028404615881542365,0.018733199153211897,0.03811596641219997
28,120,0.3332871824929801,0.3226594112832875,0.013519654163974337,0.010921031316344549,0.016220971517323046,-0.005692270667835449,-0.00872763139186039,-0.0029508754242851872,0.007532208141249915,0.004264614946053674,0.01079718289664015,0.018186896519425014,0.0071072871928724145,0.03447684043494517,0.09862790706489856,0.07982073555050495,0.1183636170400617,-0.012281230078466857,-0.017727667677681892,-0.007174301092600219,-0.0019454231621542325,-0.002473721228792177,-0.001545061460443928,-0.00543162933900021,-0.0071209390917404865,-0.003314368857051402,0.009811761051726839,-0.012424640537356027,0.02793446607829536,0.09506562792424424,0.0848029769178053,0.1042878850577108,0.031076561248240372,0.01151460929502112,0.04677312320971396,0.025082790136608916,0.02044588402127071,0.02961184200297187,0.04687529183768978,0.032746085554827005,0.05804234783009936,-0.002378941148829957,-0.01044548669597134,0.003531090981171767,-0.0049085964681580664,-0.006379941646785786,-0.003053852832914952,0.009518804059674342,0.0021468326299994562,0.01604253537681264
29,120,0.29718443447879206,0.15724352988181636,0.009836733981501311,0.006442006647994276,0.01304563465363268,0.1892437121986101,0.16095633032363063,0.21314078806181594,0.006148383904170866,0.004106714649096829,0.007637366007402305,-0.001486458902945742,-0.0018831170680641662,-0.000980657925489747,-0.01816144698144247,-0.036320732158880376,-0.003562502393033366,-0.015494605960945288,-0.0192312827182468,-0.012459527805719215,-0.06763661643878247,-0.09530392163413733,-0.04252082668904528,-0.017186034391246115,-0.02809215729377077,-0.008795665053524623,-0.0004967984432975452,-0.0006043512861651834,-0.00036817620110620434,0.02375094884870729,0.01859182647004976,0.02861061950602258,-0.0023077328049112113,-0.005240253908511174,0.0004017521309773041,0.031142110890747667,0.019315823528765274,0.047283177787054834,0.003608724892061825,-0.004508400965181257,0.013945288634956013,0.005087260704021901,0.004445711810743281,0.005850777923187706,0.021410227795907608,0.017163609955459833,0.025410260762437246,-0.010214879410341382,-0.017867708411746813,-0.002663168290067315
30,120,0.5599520521316056,0.18220106981461867,-0.04152598714766403,-0.04862165408500004,-0.03313770321197808,-0.011134585815792282,-0.02165423982893117,-0.0013635844708187544,0.0029648655268829315,0.001850354597142238,0.004113750006144982,-0.0006685058382572606,-0.0018707217234623385,0.00022068190904974428,0.0009895602590404451,-0.0013514122103515547,0.003022494046405578,0.0033160292718093843,0.0012729890476718235,0.006044387410026194,0.2796623082909112,0.24574357778338404,0.3308069633151171,-0.14247575004895527,-0.16338207165749433,-0.122514368268506,0.04029852668754756,0.021291202182571096,0.06113462567862977,-0.03165511024029304,-0.04273229285812704,-0.022224711875411838,-0.027293136921556046,-0.03103816824548024,-0.02298693018907216,0.11746197132548938,0.10352535132997824,0.13088727760730154,0.001475580934008273,-0.0013614311277099962,0.004373019155512641,0.010224166235032802,0.00409347006076132,0.015574652357366478,0.011003961914684623,0.0003635931412766999,0.022479673286725295,-0.03044282461827,-0.040322805503674314,-0.020316525387073247
31,120,0.15964722915862997,-0.6313947104800415,-0.00118118521446983,-0.009091201548775038,0.008152570591337277,-0.5981692418960544,-0.6492880454501331,-0.553638779061148,-0.06197946303679298,-0.07171244791767094,-0.055237999399347856,0.04308495488367044,0.037427570416766684,0.049508267882047215,0.02873727759385171,0.024061614739378758,0.033643960331731546,0.0027765836838322382,0.0015035541532173132,0.0037079249164283586,0.006115602364297956,-8.808149733037366e-05,0.014634140614264941,-0.04345878082870816,-0.05535062886143957,-0.03404412429100679,0.018748301944773022,0.006231476873217616,0.0361386998189846,-0.018700285110389812,-0.020813554421620212,-0.016337688997785642,-0.0279666002325636,-0.03326296569255646,-0.022738956906032406,0.08675033318965385,0.07191502317068323,0.10002076265208111,0.009573831950547174,0.004262581687507918,0.015005208721049712,-0.003319798831944354,-0.009376648575416766,0.0034619465716968986,-0.0958597269685318,-0.11057045799175587,-0.08224058274703566,0.02345348602878706,0.010091761822792858,0.04975744653776926
32,120,0.2196863085652391,0.16250098933038923,0.0003132642712444067,-0.002593815270229243,0.0032393796505251257,0.004354852843486394,0.0024595925557756955,0.006297510379032852,-0.04645150505627195,-0.05328499607780638,-0.0399035250414939,0.0001875068914766113,-0.0006665628013433889,0.000903274308463248,-0.011125761763347933,-0.015493171904236078,-0.006953713574330336,0.004224088197224774,0.00037072572912923835,0.007167684562009525,-0.011317994897641863,-0.0171569959227539,-0.007190567891811956,0.07206216311315075,0.03697098594440225,0.10709027512057219,-0.00072700804254661,-0.00281067351209155,0.0015054375717105958,-0.002143222594168037,-0.0027271470610867256,-0.0015453019815807542,-0.12481786537294587,-0.13717288507303843,-0.1119358193742422,0.041136283823288974,0.03564406016492285,0.04799797486669073,-0.003793776035308838,-0.006308597484603524,-0.001868926541064866,0.20985484432118634,0.09312564358920403,0.3203949763337732,0.023070598729342844,-0.009875157332523183,0.08712378042454162,0.007674520902219229,-0.010740955971268704,0.03134960134656769
33,120,0.2210627895469467,0.38782594471946746,-0.015782505359190204,-0.020531904069745602,-0.010996597329503859,0.056370134903894115,0.013714908991920918,0.09873795947195806,0.009943268527664865,0.006636644982208963,0.013018601993535411,-0.012367021986089336,-0.01578167479810266,-0.009282920157250678,0.18374102296462905,0.15790139816390972,0.2102440062337943,-0.07119078003646186,-0.07874887712222214,-0.06215166137456739,-0.012217130659458538,-0.01945441505726194,-0.005642167225887535,0.0562566710015138,0.043224138861793715,0.06947888232476543,0.040264667190300925,0.03361879270339462,0.046380445813410914,0.1320206970286866,0.11708908780245111,0.14531465673702768,-0.0010684656585605505,-0.0016755955153348622,-0.0004864835150146977,-0.001122282868406425,-0.0016109570929256733,-0.0006520175156280556,0.004392709453046943,0.0007453452305829463,0.007787544397190987,0.012968951525787512,0.003550472263790046,0.021760591506220707,-0.0005709023176071544,-0.008552884570769189,0.006269087206722661,0.0061869110097177325,-0.006628742829949867,0.022882282880673295
34,120,0.3357380332580457,0.4841816343013003,0.004014220397220924,0.0025904208031230763,0.005166069704622108,-0.005016422837312954,-0.0084461581545717,-0.0017262227885415397,-0.0006045413281147679,-0.003816268365868988,0.0033990429065791717,-0.0007787932952245077,-0.003164378104847856,0.0013826290066936053,0.0007035083544906229,-0.001397279037773842,0.003042829426558454,0.05540292077930644,0.04531944241093394,0.06469195886068822,-0.006849508019998515,-0.008345617014698898,-0.005456134150784541,-0.006740277074277401,-0.017556176765162187,0.004020541763554016,-0.04609042375426119,-0.06944615491142031,-0.02210438739003926,0.0839274582065021,0.014576943509746344,0.1619926490143795,-0.0006301579899930706,-0.0015856946248095484,0.0003620478847490932,0.40767075329398117,0.3510361243768906,0.45864095256431026,-0.011489572495338506,-0.017769467706699897,-0.00622018613551821,0.0023460285699305433,-0.0010267150460761816,0.005373451599007237,-0.0042077904130565,-0.006756222096494942,-0.00021223576652119097,0.012524231907445938,0.0024863494255502397,0.023225589012339086
35,120,0.5338198637434591,0.09487250626795382,-0.003050904876242081,-0.008551237482849198,0.0030858243691424484,0.07771358598062458,0.03989079054032724,0.11823020994212124,-0.002274972456507385,-0.005227589604328386,0.0010675819910829804,0.012714194225069756,0.010645760580761512,0.014871255650311164,0.00738380051140363,0.005206194038328249,0.010043205623417935,-0.005819422610026474,-0.009005851866143832,-0.0027730297960079056,-0.005543236608112541,-0.007579928077320801,-0.0035298351931851357,0.0014102927942682677,-0.003408146501921389,0.00548932871490251,0.008132134651532397,0.0053023691966761054,0.011114758147644652,0.011779081307273979,0.009440310941984838,0.0137550876775155,-0.0005725881763889144,-0.0010171676867563898,-0.00010489263421429017,0.0011263133497171414,0.000756673078770594,0.0015680773617107958,0.014679987893517439,0.008086214336411407,0.021246635217200185,-0.026235175194839637,-0.030060548923017148,-0.022253168608973892,-0.00011392413192273428,-0.004339738596778868,0.005753708920286345,0.0035433396085863935,0.0017368750899428656,0.0070565765707578925
36,120,0.14174917109000187,0.31060201746343713,0.21249165842309595,0.16666964835254475,0.26305481913654755,0.0011620828639327858,-0.0052955153583995225,0.006580143457322258,0.06675999362293321,0.055869658469358305,0.07955667219124735,-0.0726239901036024,-0.09540287582135837,-0.05062504238497549,0.0007024513945604364,-0.009208752695849398,0.010493205439658286,0.018677165137099414,0.009210211434328812,0.02667801945831646,0.008574728493113071,0.0035104855454604453,0.01304875524501161,-0.0008351639184790353,-0.0035337751476617997,0.0014958250840572858,0.0065395689981717926,0.005845604810444153,0.0074103599494507455,-0.0017673757538432255,-0.003789158082436188,-0.00018880034030492994,-0.011563780581733832,-0.02033238340760969,-0.004401079298307513,0.007259564254976188,0.0057090412097750235,0.008837490351773643,-0.0005498878531701242,-0.00816430865903385,0.007320422223589654,0.015715901801983515,0.013209718818931529,0.01788289953663479,0.08367440831692269,0.06130666593516556,0.1107265904627274,-0.02361530763252328,-0.03544939220456096,-0.01597638545771285
37,120,-0.02710731918923557,0.4424826440202499,0.012111961007273445,0.004371393006149447,0.020873657486129862,0.0013186914574665328,-0.002484580132974467,0.005115561387598668,0.0022418902362308776,0.0007690181577102824,0.0037532504750803723,0.015506369131617247,0.012854526271112263,0.017866501755003508,0.4842905491435279,0.424993187218206,0.5552626461776282,-0.0015687504317611455,-0.006551683997580161,0.0021697216243289083,-0.0038199228224887823,-0.005579337786427156,-0.0023508405181928553,0.002490825757558923,-0.0007746910505738924,0.00550859490552587,-0.0861623490229249,-0.10553773270347544,-0.06863530978958203,0.05691677321641085,0.0327990462075104,0.09439823816617716,0.008043775719124823,0.006118744298194845,0.010460029236952927,-0.005056822558981366,-0.005831020797631936,-0.00422430812662545,0.033935828301279496,0.02904294162290171,0.037973220571293494,-0.020509077886041876,-0.022791925395140425,-0.017539866641794414,0.013130848829556877,0.007416937502663737,0.019000832294307955,-0.07038794605759904,-0.08031539586760725,-0.06134820994756107
38,120,-0.006375672481954098,1.9003112000403537,-0.09775540390207121,-0.11227155571560919,-0.08266854574185951,1.6125015389717494,1.407285164858137,1.7959984880462674,0.0004053876948698113,-0.0004390030565264169,0.001252417440846329,-0.0013945195173922305,-0.0023753734624187926,-0.0001520120570057785,0.19100717605324463,0.08850231498479844,0.31495058941344417,0.05444119726501716,0.03434276841760341,0.07626440321211701,-0.023112583987919304,-0.02678341271743799,-0.018853609231082376,-0.0009242799763645356,-0.003044238772757429,0.0014028922526388952,-0.04222351526065419,-0.049390063716176276,-0.03300577062065715,0.0070370888725544015,0.005804477572867958,0.008303138757473788,-0.021732342751541487,-0.02492588117107516,-0.018730951591181415,0.06684626406834772,0.05581453502682658,0.07669104826432885,-0.019258197862654924,-0.027933789843809793,-0.012767337640592213,-0.0008311279486709585,-0.0016624579222601218,7.90088685850295e-05,0.619775337081713,0.5226475095219212,0.7294003436312777,-0.4444708187598735,-0.49066988540784223,-0.3866957475119853
39,120,-0.2851146707311273,0.4544378769719818,0.2131717834388837,0.1817210985320465,0.24635541831453636,-0.06445507923684393,-0.07311881526363626,-0.05436127643246436,0.01998570137657225,-0.004821235675869199,0.04323964457570883,-0.0109731141749459,-0.02568437977315625,-0.0023936634986118158,0.011545150320550117,0.008700205109344097,0.014302301085141756,-0.005380622003576719,-0.006239570378190062,-0.004350898436096033,-0.07622611585538834,-0.08592849238969695,-0.06612932331821261,0.025303884944878518,0.019841652748873458,0.031254368710603234,0.0012881479585000004,-0.0032904960197144345,0.008181406224442368,0.0426052911808559,0.03546044219459873,0.049316186106249604,0.025151258708986764,0.020946522296677966,0.029607685548980946,0.2869799574643063,0.25253647975545995,0.3180313674017088,-0.023722725718592606,-0.028213308683625656,-0.020575165235398648,0.03810406380022566,0.03114458549922953,0.047191931447790304,-0.009713769999022286,-0.011728256807740157,-0.007694129879043127,-0.019225935233407654,-0.022078555820141142,-0.01600720967006055
40,120,0.0718326258395488,0.21730150286166464,0.03596997693918335,0.03153916341626124,0.04039508829732464,-0.008333398914934757,-0.014168035155695785,-0.002622405364090812,-0.039208417348951724,-0.04783283864608772,-0.03367978586689181,0.05645035041573768,0.04541002590888335,0.07009626006309796,-0.0017601791284202288,-0.0031643114616599632,-0.00011622172520825837,0.001267562098413085,0.0007384677729472363,0.001738752125262787,0.05208472580804179,0.043833578388827545,0.06018513746404399,-0.01011932286589096,-0.01232229929669605,-0.0080606061819708,-0.0005913774220971391,-0.0010129338649615724,-4.5177926125083135e-05,0.007867812670883722,0.005825772431562655,0.009699361623303654,0.13472783851320855,0.11960569418462304,0.14800540881614627,-0.08330087716070314,-0.09203283948765602,-0.07125920542467308,-0.03744025573444863,-0.05289841535966843,-0.017155109344360757,0.10633401466378321,0.08946832587767858,0.12418340406380592,0.0026002883794717492,-0.0018836246952802563,0.0070079518194931245,0.0007527619483880699,-0.0014182791052735411,0.0025771620759041966
41,120,-0.09221660270316837,0.5563161547475223,0.018106679903576152,0.012106336586051232,0.024821842515278452,0.09327383506655072,0.08245107065459403,0.10541460964848132,-0.002053809658779452,-0.002396898543811403,-0.001647465921317538,0.0032730508227056514,0.0024522438910692776,0.00421566650882596,-0.00017514113472619404,-0.00038774915771985736,1.6451217088615458e-05,0.011200258365715855,0.009222102482284148,0.01268447578996226,0.12415895058463017,0.10569030530847764,0.13836402062811734,0.03325443821765172,0.02738895437583172,0.03760529111343203,-0.002219868331061055,-0.00261044723035108,-0.0018526928266025305,0.004614270268939435,-0.0018938882547566511,0.011279924099192914,0.15142487081854294,0.1315310851748412,0.1714678935384533,-0.038915130558113256,-0.05450324968003163,-0.028512575753896582,-0.008670442472794092,-0.009825639528644388,-0.007281981096117912,0.17062320318849136,0.1570557933069843,0.18780437346644854,7.864280050853267e-05,-0.00038533799813497655,0.0004740056119893172,-0.001657653134316206,-0.002197989969184467,-0.0012403527287096954
