layer,head,n_pairs,mean_ctrl_to_ccp_reduction,mean_ccp_to_ctrl_increase,mean_baseline_delta
77,47,120,0.08074090017115404,0.000931858337918226,6.322307862130818
79,32,120,0.06528382093010184,0.001628028089129288,6.322307862130818
75,37,120,0.05255044952512118,0.0016327714678925766,6.322307862130818
56,34,120,0.041060433164239504,8.018752084726757e-05,6.322307862130818
50,36,120,0.03399141848416735,0.0006568107140485673,6.322307862130818
52,53,120,0.03042866232544319,0.0014120828145212745,6.322307862130818
58,3,120,0.018280759353959515,-0.0001001236929769553,6.322307862130818
73,34,120,0.00898537182469063,0.0011007304265120272,6.322307862130818
71,13,120,-0.021206304232515884,-0.0003466166255549778,6.322307862130818
78,32,120,-0.02318795254810522,0.0012014165338616078,6.322307862130818
