layer,head,n_pairs,mean_ctrl_to_ccp_reduction,mean_ccp_to_ctrl_increase,mean_baseline_delta
56,3,120,0.12087932970361637,0.0006855642340154109,3.7910901974077187
60,5,120,0.10184556727675652,0.0006216956903070543,3.7910901974077187
56,0,120,0.07430831474606749,0.0002986366505569979,3.7910901974077187
62,37,120,0.02550262414216076,-0.00016526289463352726,3.7910901974077187
62,39,120,0.02068092203282501,-0.00025376762253283156,3.7910901974077187
62,34,120,0.016566525247390003,1.775135585072823e-05,3.7910901974077187
62,59,120,0.013881442407114298,0.0005203897573551302,3.7910901974077187
59,15,120,0.009257840741352089,0.0005207578415646195,3.7910901974077187
60,45,120,0.0077611962322908104,0.0003597404541896292,3.7910901974077187
63,23,120,-0.028158054924654917,-0.0022214629192603757,3.7910901974077187
