layer,head,n_pairs,mean_ctrl_to_ccp_reduction,mean_ccp_to_ctrl_increase,mean_baseline_delta
79,11,120,0.12704330470782818,-0.00019048788358588822,10.089172388630113
75,32,120,0.07717263336084831,-0.0001487870949985283,10.089172388630113
72,5,120,0.07140384777994259,-0.00023257971359612477,10.089172388630113
70,35,120,0.06893445467710256,-0.000523649825432056,10.089172388630113
71,32,120,0.06542818177207733,-9.155015097864265e-05,10.089172388630113
74,9,120,0.061813010682842465,0.0004155090889490373,10.089172388630113
78,57,120,0.05728120067692832,3.2454913453725322e-06,10.089172388630113
77,5,120,0.028070243914616037,-0.0003317703686192298,10.089172388630113
76,60,120,0.023577070869868176,-0.00015861002867401051,10.089172388630113
73,33,120,0.013345934330781723,0.00020713754215601372,10.089172388630113
