layer,head,n_pairs,mean_nll_reduction,mean_baseline_delta,mean_intervened_delta
18,15,120,0.9056643823519794,7.596125488779463,6.690461106427484
19,6,120,0.2112698824833308,7.596125488779463,7.384855606296132
24,16,120,0.0019851375434129957,7.596125488779463,7.59414035123605
25,1,120,0.0019642887533941555,7.596125488779463,7.594161200026069
26,26,120,0.001322729835424403,7.596125488779463,7.59480275894404
23,15,120,8.715939477279555e-05,7.596125488779463,7.596038329384691
27,16,120,-0.0007026967822321475,7.596125488779463,7.596828185561694
22,7,120,-0.001303786285083272,7.596125488779463,7.597429275064546
20,1,120,-0.008961169686470542,7.596125488779463,7.605086658465935
21,22,120,-0.020348350527918023,7.596125488779463,7.616473839307383
